Tank_ID,Tank_Number,Capacity,Product_ID,Terminal_ID
169,6786,53609,169,169
170,1915,138,170,170
171,6634,78503,171,171
172,8260,61800,172,172
173,3870,69883,173,173
174,5811,82530,174,174
175,6097,34797,175,175
176,8572,54491,176,176
177,4348,74285,177,177
178,3960,12593,178,178
179,625,69659,179,179
180,1530,14243,180,180
181,1928,27128,181,181
182,4465,38789,182,182
183,6634,3123,183,183
184,7200,69067,184,184
185,5550,62736,185,185
186,3179,592,186,186
187,5767,26099,187,187
188,2011,14785,188,188
189,5483,3108,189,189
190,5768,53836,190,190
191,9474,62795,191,191
192,6903,38148,192,192
193,4623,77092,193,193
194,3631,2624,194,194
195,8226,82587,195,195
196,2449,14096,196,196
197,2087,96741,197,197
198,5444,74598,198,198
199,347,52435,199,199
200,9583,76154,200,200
201,2028,54427,201,201
202,874,72510,202,202
203,3368,32721,203,203
204,1231,94129,204,204
205,548,48791,205,205
206,9322,65721,206,206
207,9536,57791,207,207
208,3464,4420,208,208
209,1107,81048,209,209
210,8673,72601,210,210
211,5343,61620,211,211
212,7693,29759,212,212
213,2332,39085,213,213
214,4155,4282,214,214
215,464,61198,215,215
216,4041,19925,216,216
217,6601,71186,217,217
218,243,60208,218,218
219,3210,69035,219,219
220,2717,32829,220,220
221,2121,78424,221,221
222,751,46692,222,222
223,7743,28825,223,223
224,8823,2729,224,224
225,6387,45491,225,225
226,6881,95498,226,226
227,1725,58953,227,227
228,8571,12514,228,228
229,3282,61752,229,229
230,5735,79075,230,230
231,8401,39185,231,231
232,1537,6440,232,232
233,7927,65770,233,233
234,5869,92704,234,234
235,1255,6112,235,235
236,7208,70981,236,236
237,5134,13070,237,237
238,7323,45592,238,238
239,6081,94628,239,239
240,3635,503,240,240
241,1049,52801,241,241
242,3477,81469,242,242
243,3734,83409,243,243
244,3224,36358,244,244
245,8279,38276,245,245
246,71,92236,246,246
247,7085,34771,247,247
248,2741,17542,248,248
249,5575,45256,249,249
250,4965,2307,250,250
251,2075,81904,251,251
252,5577,48441,252,252
253,1100,68848,253,253
254,7789,63882,254,254
255,2830,62701,255,255
256,9176,49581,256,256
257,494,14510,257,257
258,9619,24546,258,258
259,3776,5180,259,259
260,4591,77350,260,260
261,9439,8894,261,261
262,5513,40328,262,262
263,478,79462,263,263
264,6443,13441,264,264
265,8460,38790,265,265
266,5765,2478,266,266
267,7337,37855,267,267
268,6640,36415,268,268
269,2494,3869,269,269
270,4687,13024,270,270
271,1180,62882,271,271
272,9439,14322,272,272
273,9668,12133,273,273
274,6174,37627,274,274
275,8513,11660,275,275
276,3093,71857,276,276
277,7494,11223,277,277
278,7915,82477,278,278
279,5746,69319,279,279
280,7516,77703,280,280
281,6528,50412,281,281
282,2787,12132,282,282
283,6559,71864,283,283
284,5567,4430,284,284
285,3578,81830,285,285
286,7237,27338,286,286
287,4554,91526,287,287
288,5095,94102,288,288
289,7156,2026,289,289
290,8868,76251,290,290
291,3662,77157,291,291
292,4955,15476,292,292
293,2332,11390,293,293
294,3653,81142,294,294
295,1631,87832,295,295
296,2873,89483,296,296
297,8454,97497,297,297
298,9957,63686,298,298
299,5476,40546,299,299
300,4830,54676,300,300
301,6490,97591,301,301
302,439,68671,302,302
303,3539,23897,303,303
304,4864,84002,304,304
305,8003,49620,305,305
306,4862,29178,306,306
307,1609,57935,307,307
308,7334,65124,308,308
309,4247,92663,309,309
310,9319,80730,310,310
311,2482,6951,311,311
312,687,65301,312,312
313,9145,768,313,313
314,2360,4124,314,314
315,9791,38702,315,315
316,4636,45182,316,316
317,9080,56385,317,317
318,3613,54867,318,318
319,8141,78341,319,319
320,1131,68495,320,320
321,9607,50481,321,321
322,6082,71842,322,322
323,3349,15105,323,323
324,1725,83401,324,324
325,1887,19483,325,325
326,7002,17822,326,326
327,2784,68241,327,327
328,8676,75783,328,328
329,2668,92571,329,329
330,2436,58553,330,330
331,3973,3633,331,331
332,9647,32534,332,332
333,7701,57464,333,333
334,664,95275,334,334
335,858,70197,335,335
336,1071,69937,336,336
337,1947,43930,337,337
338,425,25536,338,338
339,6638,22569,339,339
340,9640,79788,340,340
341,1894,96555,341,341
342,1911,89730,342,342
343,2536,43801,343,343
344,4168,87240,344,344
345,6047,78587,345,345
346,1883,32286,346,346
347,362,39504,347,347
348,823,54028,348,348
349,6713,76267,349,349
350,2600,9555,350,350
351,2517,71291,351,351
352,2915,1283,352,352
353,359,39862,353,353
354,6990,61114,354,354
355,802,88361,355,355
356,8506,90304,356,356
357,4733,71210,357,357
358,5192,9221,358,358
359,9152,53551,359,359
360,6085,97695,360,360
361,5091,97386,361,361
362,5953,85184,362,362
363,6038,36214,363,363
364,5446,70074,364,364
365,3232,46954,365,365
366,3720,2844,366,366
367,8942,20204,367,367
368,7738,37708,368,368
369,8714,46174,369,369
370,9737,57647,370,370
371,2597,39188,371,371
372,8347,46274,372,372
373,6017,63425,373,373
374,1029,44669,374,374
375,1991,40489,375,375
376,8072,78046,376,376
377,7060,20201,377,377
378,6563,77587,378,378
379,4525,26349,379,379
380,7112,63074,380,380
381,8165,28406,381,381
382,375,35025,382,382
383,1259,88287,383,383
384,8369,86397,384,384
385,1915,25267,385,385
386,8070,22250,386,386
387,4555,15477,387,387
388,2545,49964,388,388
389,7484,36596,389,389
390,1535,94113,390,390
391,5980,4377,391,391
392,9133,65208,392,392
393,6381,74846,393,393
394,5848,16350,394,394
395,8369,27907,395,395
396,212,37466,396,396
397,8379,47202,397,397
398,3689,13648,398,398
399,2336,22375,399,399
400,3103,2183,400,400
401,2470,22083,401,401
402,4425,74606,402,402
403,9066,23936,403,403
404,7989,47450,404,404
405,968,66845,405,405
406,1688,11079,406,406
407,6383,51038,407,407
408,994,13415,408,408
409,3319,11879,409,409
410,3991,91588,410,410
411,1731,39470,411,411
412,4696,54852,412,412
413,9079,26033,413,413
414,9030,36168,414,414
415,9881,80277,415,415
416,49,27702,416,416
417,8446,26598,417,417
418,8617,33444,418,418
419,2795,30543,419,419
420,7611,75287,420,420
421,3422,33505,421,421
422,8572,33584,422,422
423,8710,10846,423,423
424,9021,85803,424,424
425,6251,29043,425,425
426,6987,9224,426,426
427,1402,45784,427,427
428,3984,73294,428,428
429,7495,53688,429,429
430,573,13172,430,430
431,3451,16315,431,431
432,4940,71995,432,432
433,9664,81690,433,433
434,2108,39680,434,434
435,2764,15386,435,435
436,9577,70510,436,436
437,8283,61038,437,437
438,1888,82542,438,438
439,9473,94486,439,439
440,5707,33565,440,440
441,924,64088,441,441
442,5549,71183,442,442
443,3995,59341,443,443
444,9219,99050,444,444
445,1418,75786,445,445
446,8624,91322,446,446
447,5582,2646,447,447
448,9920,80307,448,448
449,2704,93409,449,449
450,5199,1465,450,450
451,6979,23356,451,451
452,3218,88886,452,452
453,9638,62316,453,453
454,19,65989,454,454
455,7061,15922,455,455
456,8281,33000,456,456
457,2746,62355,457,457
458,5281,59642,458,458
459,2329,42851,459,459
460,7339,74651,460,460
461,5772,15080,461,461
462,9679,81121,462,462
463,7046,11579,463,463
464,2826,28133,464,464
465,1966,14666,465,465
466,7153,21525,466,466
467,3832,62188,467,467
468,3534,21595,468,468
469,3386,85978,469,469
470,7160,95229,470,470
471,589,18235,471,471
472,5818,49479,472,472
473,7874,40319,473,473
474,2646,58183,474,474
475,5392,803,475,475
476,338,7694,476,476
477,6121,43799,477,477
478,2700,48369,478,478
479,1662,18051,479,479
480,7596,15022,480,480
481,3996,9522,481,481
482,8595,64794,482,482
483,2329,88663,483,483
484,8522,97412,484,484
485,6497,27537,485,485
486,2033,57631,486,486
487,7408,47847,487,487
488,1303,76700,488,488
489,93,12040,489,489
490,7044,21813,490,490
491,9227,38050,491,491
492,1840,33827,492,492
493,7211,92596,493,493
494,6107,52480,494,494
495,4862,1282,495,495
496,9961,7534,496,496
497,693,51972,497,497
498,2427,33352,498,498
499,5242,93823,499,499
500,7024,64535,500,500
501,6178,92166,501,501
502,9476,71812,502,502
503,1117,27180,503,503
504,4377,21773,504,504
505,1941,82986,505,505
506,3253,95113,506,506
507,2823,98011,507,507
508,814,16114,508,508
509,8262,63333,509,509
510,1759,9694,510,510
511,5508,92609,511,511
512,6766,36659,512,512
513,8726,70712,513,513
514,9871,59007,514,514
515,3103,85001,515,515
516,2553,8211,516,516
517,4723,67851,517,517
518,2223,78438,518,518
519,5338,18023,519,519
520,1743,39099,520,520
521,2846,40673,521,521
522,613,59127,522,522
523,1265,22007,523,523
524,1827,48896,524,524
525,81,76302,525,525
526,817,31857,526,526
527,9731,2321,527,527
528,395,18640,528,528
529,9273,75211,529,529
530,1439,9911,530,530
531,9106,59458,531,531
532,4347,15252,532,532
533,5568,46555,533,533
534,6036,5047,534,534
535,8253,8025,535,535
536,2821,9466,536,536
537,8578,99467,537,537
538,4365,91372,538,538
539,6056,33535,539,539
540,7056,31311,540,540
541,3717,76794,541,541
542,2825,48674,542,542
543,4387,33103,543,543
544,705,43865,544,544
545,1607,9216,545,545
546,8415,24953,546,546
547,8181,87657,547,547
548,8939,69452,548,548
549,8620,25572,549,549
550,2953,73601,550,550
551,1091,30741,551,551
552,7461,68537,552,552
553,346,52801,553,553
554,2700,42473,554,554
555,3118,86242,555,555
556,6976,56594,556,556
557,3877,61204,557,557
558,5244,22097,558,558
559,5092,98303,559,559
560,6226,93760,560,560
561,8745,59118,561,561
562,2455,46750,562,562
563,9405,25782,563,563
564,1370,21378,564,564
565,5587,66860,565,565
566,639,70243,566,566
567,8975,7690,567,567
568,3271,90243,568,568
569,5868,4553,569,569
570,4705,19735,570,570
571,3759,58244,571,571
572,8860,83639,572,572
573,2319,78910,573,573
574,8719,81221,574,574
575,7843,5653,575,575
576,7316,36807,576,576
577,2343,4629,577,577
578,6507,61314,578,578
579,9598,81694,579,579
580,7392,6684,580,580
581,4178,19089,581,581
582,4777,36600,582,582
583,122,36833,583,583
584,1538,20894,584,584
585,426,83229,585,585
586,167,77331,586,586
587,5264,60970,587,587
588,51,63365,588,588
589,9386,92913,589,589
590,2131,29563,590,590
591,7348,44106,591,591
592,9899,39725,592,592
593,3641,70935,593,593
594,1171,7954,594,594
595,9510,71832,595,595
596,908,47201,596,596
597,1622,76469,597,597
598,3305,74906,598,598
599,7138,70627,599,599
600,6888,20805,600,600
601,3173,72721,601,601
602,1314,37537,602,602
603,1476,72178,603,603
604,3163,58443,604,604
605,1936,84010,605,605
606,5555,73290,606,606
607,7911,26611,607,607
608,3600,70282,608,608
609,1055,92779,609,609
610,8482,93912,610,610
611,9088,86519,611,611
612,257,85062,612,612
613,9753,7766,613,613
614,6168,2236,614,614
615,291,25932,615,615
616,8893,66905,616,616
617,4192,41095,617,617
618,2101,48793,618,618
619,7035,67859,619,619
620,1989,19417,620,620
621,6204,20410,621,621
622,1953,66588,622,622
623,9326,61320,623,623
624,2751,5072,624,624
625,8494,56877,625,625
626,6130,82632,626,626
627,8479,44842,627,627
628,6300,68171,628,628
629,3677,75053,629,629
630,6189,91963,630,630
631,2595,5304,631,631
632,9597,55026,632,632
633,3746,13016,633,633
634,1499,54461,634,634
635,1368,15106,635,635
636,4836,72886,636,636
637,8289,16510,637,637
638,8587,56088,638,638
639,5768,97451,639,639
640,5150,82062,640,640
641,1198,39224,641,641
642,3930,48627,642,642
643,2788,64649,643,643
644,2587,97396,644,644
645,4183,3678,645,645
646,8292,57694,646,646
647,3756,12645,647,647
648,5026,93278,648,648
649,2186,13508,649,649
650,4075,20778,650,650
651,4597,72674,651,651
652,9031,35623,652,652
653,1678,57996,653,653
654,6038,568,654,654
655,2053,28829,655,655
656,5263,78633,656,656
657,4607,1468,657,657
658,2692,99241,658,658
659,9354,23115,659,659
660,6724,5624,660,660
661,1397,81306,661,661
662,9795,38453,662,662
663,9294,70586,663,663
664,7579,63599,664,664
665,2790,39563,665,665
666,2050,77708,666,666
667,1646,14398,667,667
668,4098,75424,668,668
669,8725,28642,669,669
670,6689,89873,670,670
671,1520,45055,671,671
672,2838,55160,672,672
673,8786,41218,673,673
674,8957,46166,674,674
675,5995,76232,675,675
676,9725,38815,676,676
677,5037,62724,677,677
678,2923,13160,678,678
679,1406,90927,679,679
680,9714,52663,680,680
681,6775,33781,681,681
682,4456,71623,682,682
683,6660,36858,683,683
684,2156,54597,684,684
685,9697,21316,685,685
686,5471,83263,686,686
687,7121,41877,687,687
688,1112,9473,688,688
689,6596,50777,689,689
690,9673,84915,690,690
691,7546,13621,691,691
692,1400,43453,692,692
693,6289,36416,693,693
694,8492,54813,694,694
695,7109,42080,695,695
696,2174,67861,696,696
697,1540,34514,697,697
698,5031,64878,698,698
699,4884,61385,699,699
700,8158,87188,700,700
701,4201,83258,701,701
702,4960,13447,702,702
703,6687,16225,703,703
704,8536,98437,704,704
705,3809,40272,705,705
706,6207,72062,706,706
707,4576,89951,707,707
708,5687,35499,708,708
709,6873,22813,709,709
710,8657,42980,710,710
711,6274,84226,711,711
712,6051,89172,712,712
713,1519,82333,713,713
714,3135,16492,714,714
715,9647,39793,715,715
716,4617,50277,716,716
717,3005,50198,717,717
718,6681,11100,718,718
719,2203,61224,719,719
720,9765,808,720,720
721,333,30016,721,721
722,1840,60956,722,722
723,3730,59947,723,723
724,564,53031,724,724
725,5304,48055,725,725
726,355,5331,726,726
727,1321,19706,727,727
728,2903,65413,728,728
729,4749,27650,729,729
730,6537,82163,730,730
731,6308,69510,731,731
732,7147,57479,732,732
733,6742,45541,733,733
734,4138,64508,734,734
735,301,7421,735,735
736,6145,25372,736,736
737,947,32231,737,737
738,2588,71238,738,738
739,7551,37258,739,739
740,5469,9358,740,740
741,8064,51927,741,741
742,6830,80252,742,742
743,7299,71387,743,743
744,4813,40578,744,744
745,7568,84583,745,745
746,7578,12563,746,746
747,1327,39725,747,747
748,2188,56590,748,748
749,1790,12525,749,749
750,6053,84758,750,750
751,7075,96995,751,751
752,4972,65920,752,752
753,2162,74955,753,753
754,4183,61837,754,754
755,3284,14283,755,755
756,3,5587,756,756
757,5580,42605,757,757
758,1533,67105,758,758
759,5740,60465,759,759
760,7583,14114,760,760
761,2566,20980,761,761
762,1685,32740,762,762
763,9258,95028,763,763
764,175,16161,764,764
765,4125,65086,765,765
766,405,82766,766,766
767,9150,63678,767,767
768,1921,2759,768,768
769,3535,31030,769,769
770,6475,14260,770,770
771,4528,20278,771,771
772,9473,32474,772,772
773,6429,75259,773,773
774,6829,52583,774,774
775,9667,59517,775,775
776,9244,36619,776,776
777,3695,20315,777,777
778,6190,30216,778,778
779,4920,59307,779,779
780,2916,26379,780,780
781,5397,19848,781,781
782,187,57226,782,782
783,9339,14976,783,783
784,573,41636,784,784
785,2013,1226,785,785
786,2759,88545,786,786
787,7245,61590,787,787
788,6429,81614,788,788
789,3152,92294,789,789
790,769,94589,790,790
791,8358,78784,791,791
792,2528,57209,792,792
793,2537,68859,793,793
794,9548,96415,794,794
795,5890,50812,795,795
796,787,34223,796,796
797,6642,74796,797,797
798,9043,16818,798,798
799,8023,79153,799,799
800,9636,39065,800,800
801,6456,49536,801,801
802,476,68853,802,802
803,3937,18626,803,803
804,3626,30214,804,804
805,4440,40993,805,805
806,1107,5098,806,806
807,2770,56900,807,807
808,2228,29587,808,808
809,8979,41690,809,809
810,1981,77760,810,810
811,255,48529,811,811
812,7526,63126,812,812
813,7684,8949,813,813
814,7819,42713,814,814
815,7837,89580,815,815
816,4987,7697,816,816
817,7900,24793,817,817
818,471,60065,818,818
819,54,92902,819,819
820,4262,99535,820,820
821,4605,50570,821,821
822,3931,6983,822,822
823,3993,83378,823,823
824,3131,60568,824,824
825,6912,4783,825,825
826,3199,10125,826,826
827,8448,81879,827,827
828,9940,59529,828,828
829,2904,60712,829,829
830,6367,10529,830,830
831,814,41192,831,831
832,9520,30176,832,832
833,4793,83785,833,833
834,2077,1367,834,834
835,3670,97018,835,835
836,3840,24429,836,836
837,8010,12950,837,837
838,8516,65531,838,838
839,7527,45999,839,839
840,9278,63538,840,840
841,1149,91207,841,841
842,9945,76443,842,842
843,2483,6558,843,843
844,7081,16053,844,844
845,4531,45537,845,845
846,630,87304,846,846
847,1361,11800,847,847
848,8171,59253,848,848
849,3655,13105,849,849
850,7034,20834,850,850
851,4435,21077,851,851
852,7568,27682,852,852
853,4847,92081,853,853
854,1684,94364,854,854
855,3676,15976,855,855
856,9083,97278,856,856
857,7235,57719,857,857
858,8381,86582,858,858
859,785,34508,859,859
860,811,31792,860,860
861,7408,4159,861,861
862,3252,9619,862,862
863,4954,59722,863,863
864,7503,4181,864,864
865,4932,7184,865,865
866,4930,39673,866,866
867,333,87467,867,867
868,2849,75907,868,868
869,931,28416,869,869
870,1914,37026,870,870
871,266,42150,871,871
872,5091,98742,872,872
873,8808,66586,873,873
874,7453,25860,874,874
875,2350,1290,875,875
876,4711,33133,876,876
877,1527,51439,877,877
878,5079,85230,878,878
879,4041,56706,879,879
880,7214,38537,880,880
881,7098,53111,881,881
882,6337,81407,882,882
883,5842,60271,883,883
884,8526,10029,884,884
885,3571,61368,885,885
886,9265,99094,886,886
887,8585,61748,887,887
888,9429,33768,888,888
889,7804,72540,889,889
890,1489,17543,890,890
891,2438,87059,891,891
892,2757,4606,892,892
893,8280,81869,893,893
894,8039,68663,894,894
895,37,31735,895,895
896,6824,53395,896,896
897,4406,24470,897,897
898,3044,74827,898,898
899,2338,69435,899,899
900,3112,2168,900,900
901,781,98554,901,901
902,6612,6839,902,902
903,6765,63188,903,903
904,1002,54274,904,904
905,2665,22052,905,905
906,6342,36576,906,906
907,2212,49323,907,907
908,3108,52900,908,908
909,6938,12575,909,909
910,4050,79638,910,910
911,815,97215,911,911
912,4001,31696,912,912
913,3679,75640,913,913
914,7168,10851,914,914
915,7245,61685,915,915
916,7444,83564,916,916
917,9218,54454,917,917
918,6020,58030,918,918
919,4043,70710,919,919
920,8410,71293,920,920
921,1930,42664,921,921
922,2829,52550,922,922
923,9700,45272,923,923
924,7326,43568,924,924
925,6550,98654,925,925
926,5532,78036,926,926
927,9928,3727,927,927
928,393,99349,928,928
929,3642,19047,929,929
930,3643,50415,930,930
931,9927,20120,931,931
932,2920,51014,932,932
933,2083,68544,933,933
934,2184,50307,934,934
935,4751,65534,935,935
936,3151,29360,936,936
937,5633,4627,937,937
938,2959,91693,938,938
939,7443,88902,939,939
940,5263,88855,940,940
941,3196,39590,941,941
942,6388,86997,942,942
943,8081,27640,943,943
944,104,2456,944,944
945,804,26626,945,945
946,7622,17131,946,946
947,4204,395,947,947
948,8908,41200,948,948
949,7743,98304,949,949
950,1144,83468,950,950
951,8822,3572,951,951
952,6406,3456,952,952
953,5377,83118,953,953
954,6694,41719,954,954
955,7747,91984,955,955
956,5280,68282,956,956
957,7338,68296,957,957
958,7790,15340,958,958
959,9533,68483,959,959
960,1975,47386,960,960
961,5058,54541,961,961
962,9527,56521,962,962
963,4119,59947,963,963
964,8064,30410,964,964
965,3501,19603,965,965
966,6820,95770,966,966
967,1033,15117,967,967
968,1592,68599,968,968
969,6120,607,969,969
970,3126,72425,970,970
971,7793,29259,971,971
972,5034,5687,972,972
973,5822,34440,973,973
974,4726,71312,974,974
975,422,81305,975,975
976,417,84250,976,976
977,6973,22290,977,977
978,6836,88196,978,978
979,5775,74901,979,979
980,9783,68058,980,980
981,8834,99900,981,981
982,2607,19729,982,982
983,7946,80875,983,983
984,6069,37881,984,984
985,2248,89631,985,985
986,2116,93808,986,986
987,2357,67067,987,987
988,1942,78084,988,988
989,4826,65035,989,989
990,5031,88336,990,990
991,1634,76428,991,991
992,7736,64259,992,992
993,1799,81471,993,993
994,9293,86607,994,994
995,9808,45968,995,995
996,6396,21664,996,996
997,2164,90632,997,997
998,6021,85232,998,998
999,5357,35307,999,999
1000,8833,26111,1000,1000
1001,7014,4140,1001,1001
1002,8297,69213,1002,1002
1003,8606,59364,1003,1003
1004,9047,75316,1004,1004
1005,878,93736,1005,1005
1006,2899,38616,1006,1006
1007,5338,81506,1007,1007
1008,2050,80016,1008,1008
1009,7926,68213,1009,1009
1010,2341,86450,1010,1010
1011,8148,54638,1011,1011
1012,9152,75615,1012,1012
1013,4678,70521,1013,1013
1014,5707,93185,1014,1014
1015,1185,46547,1015,1015
1016,4221,36181,1016,1016
1017,5838,49818,1017,1017
1018,4373,32704,1018,1018
1019,6406,18746,1019,1019
1020,7451,33240,1020,1020
1021,1991,9754,1021,1021
1022,7217,64231,1022,1022
1023,546,65241,1023,1023
1024,7221,96248,1024,1024
1025,80,27248,1025,1025
1026,3172,4109,1026,1026
1027,3290,87158,1027,1027
1028,9346,93776,1028,1028
1029,6114,34165,1029,1029
1030,7328,14394,1030,1030
1031,2889,77601,1031,1031
1032,742,79064,1032,1032
1033,7281,13081,1033,1033
1034,8922,3503,1034,1034
1035,1761,36161,1035,1035
1036,1667,55360,1036,1036
1037,5154,73291,1037,1037
1038,9032,20473,1038,1038
1039,4878,69191,1039,1039
1040,6694,90892,1040,1040
1041,7718,51670,1041,1041
1042,4271,889,1042,1042
1043,8219,93231,1043,1043
1044,9305,86915,1044,1044
1045,8176,67471,1045,1045
1046,763,90451,1046,1046
1047,7259,23606,1047,1047
1048,2748,65426,1048,1048
1049,1108,82821,1049,1049
1050,3856,78444,1050,1050
1051,1838,22550,1051,1051
1052,1347,85421,1052,1052
1053,8906,92393,1053,1053
1054,2405,1846,1054,1054
1055,5222,43642,1055,1055
1056,1393,94306,1056,1056
1057,6926,3081,1057,1057
1058,7081,44857,1058,1058
1059,3781,30972,1059,1059
1060,3927,55088,1060,1060
1061,1434,68521,1061,1061
1062,1802,9470,1062,1062
1063,2561,70410,1063,1063
1064,9344,65975,1064,1064
1065,5168,29558,1065,1065
1066,1131,43320,1066,1066
1067,6004,45471,1067,1067
1068,9136,14740,1068,1068
1069,5704,2635,1069,1069
1070,4303,83203,1070,1070
1071,9255,22082,1071,1071
1072,9487,54558,1072,1072
1073,5959,41949,1073,1073
1074,6027,31557,1074,1074
1075,7489,59407,1075,1075
1076,6581,70590,1076,1076
1077,6573,62660,1077,1077
1078,3819,48434,1078,1078
1079,73,926,1079,1079
1080,5880,33242,1080,1080
1081,5929,54676,1081,1081
1082,9141,81004,1082,1082
1083,2584,93951,1083,1083
1084,2033,91000,1084,1084
1085,4245,1220,1085,1085
1086,491,19503,1086,1086
1087,3187,92631,1087,1087
1088,9187,32816,1088,1088
1089,1970,52765,1089,1089
1090,9766,93136,1090,1090
1091,988,52787,1091,1091
1092,9003,79403,1092,1092
1093,6622,64528,1093,1093
1094,9578,95141,1094,1094
1095,3144,89612,1095,1095
1096,7569,88121,1096,1096
1097,8864,29556,1097,1097
1098,382,47115,1098,1098
1099,4326,90238,1099,1099
1100,5722,10541,1100,1100
1101,5697,80143,1101,1101
1102,9043,35890,1102,1102
1103,3791,25009,1103,1103
1104,4982,11461,1104,1104
1105,8739,33864,1105,1105
1106,6202,37950,1106,1106
1107,8991,75903,1107,1107
1108,1728,44707,1108,1108
1109,8804,79136,1109,1109
1110,5210,80287,1110,1110
1111,6800,93948,1111,1111
1112,8127,46203,1112,1112
1113,7071,5967,1113,1113
1114,4396,13958,1114,1114
1115,5278,68653,1115,1115
1116,5884,56365,1116,1116
1117,7830,92800,1117,1117
1118,4679,7243,1118,1118
1119,9755,52493,1119,1119
1120,75,58563,1120,1120
1121,8021,18773,1121,1121
1122,7286,74275,1122,1122
1123,4488,36770,1123,1123
1124,5911,76419,1124,1124
1125,9733,14062,1125,1125
1126,7356,20483,1126,1126
1127,7962,15172,1127,1127
1128,4577,7773,1128,1128
1129,7261,1042,1129,1129
1130,3256,26120,1130,1130
1131,6105,18222,1131,1131
1132,2595,26799,1132,1132
1133,3555,29895,1133,1133
1134,15,92939,1134,1134
1135,9300,75436,1135,1135
1136,3410,43006,1136,1136
